TRIP_CODE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,SPCODE,CELL_COUNT,SAMPVOL_L
KAI20090205,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,9,0.04
KAI20090205,Mesodinium rubrum,Ciliate,Mesodinium,rubrum,232069,4,0.04
KAI20090205,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,9,0.04
KAI20090205,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,1,0.04
KAI20090205,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,2,0.04
KAI20090205,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,156505,5,0.04
KAI20090205,Prasinophytes,Flagellate,,,17329,248,0.04
KAI20090205,Proboscia alata,Centric diatom,Proboscia,alata,149168,2,0.04
KAI20090205,Prymnesiophytes,Flagellate,,,115057,1287,0.04
KAI20090205,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,35,0.04
KAI20090205,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,2,0.04
KAI20090205,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,2,0.04
KAI20090205,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,198,0.04
KAI20090601,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,2,0.04
KAI20090601,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,2,0.04
KAI20090601,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,16,0.04
KAI20090601,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,25,0.04
KAI20090601,Chrysophyceae,Flagellate,,,146230,7,0.04
KAI20090601,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,6,0.04
KAI20090601,Corethron pennatum,Centric diatom,Corethron,pennatum,341496,3,0.04
KAI20090601,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,1,0.04
KAI20090601,Cryptophyta < 10 µm length,Flagellate,,,17638,124,0.04
KAI20090601,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,2,0.04
KAI20090601,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,7,0.04
KAI20090601,Flagellate <10 µm fusiform,Flagellate,,,146222,2229,0.04
KAI20090601,Flagellate <10 µm round,Flagellate,,,146222,4706,0.04
KAI20090601,Grammatophora spp.,Pennate diatom,Grammatophora,spp.,149335,1,0.04
KAI20090601,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,2,0.04
KAI20090601,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,1,0.04
KAI20090601,Guinardia striata,Centric diatom,Guinardia,striata,149113,7,0.04
KAI20090601,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,2,0.04
KAI20090601,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,5,0.04
KAI20090601,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,1,0.04
KAI20090601,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,43,0.04
KAI20090601,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,4,0.04
KAI20090601,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,2,0.04
KAI20090601,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,1,0.04
KAI20090601,Prasinophytes,Flagellate,,,17329,83,0.04
KAI20090601,Proboscia alata,Centric diatom,Proboscia,alata,149168,7,0.04
KAI20090601,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,2,0.04
KAI20090601,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,110245,1,0.04
KAI20090601,Prymnesiophytes,Flagellate,,,115057,289,0.04
KAI20090601,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,59,0.04
KAI20090601,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,7,0.04
KAI20090601,Rhizosolenia styliformis,Centric diatom,Rhizosolenia,styliformis,149629,1,0.04
KAI20090601,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,1,0.04
KAI20090601,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,7,0.04
KAI20090601,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,2,0.04
KAI20090601,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,248,0.04
KAI20091007,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,1,0.04
KAI20091007,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,1,0.04
KAI20091007,Chrysophyceae,Flagellate,,,146230,2,0.04
KAI20091007,Cryptophyta < 10 µm length,Flagellate,,,17638,722,0.04
KAI20091007,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,4,0.04
KAI20091007,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,2,0.04
KAI20091007,Flagellate <10 µm fusiform,Flagellate,,,146222,7104,0.04
KAI20091007,Flagellate <10 µm round,Flagellate,,,146222,13431,0.04
KAI20091007,Guinardia striata,Centric diatom,Guinardia,striata,149113,2,0.04
KAI20091007,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,2,0.04
KAI20091007,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,1,0.04
KAI20091007,Prasinophytes,Flagellate,,,17329,278,0.04
KAI20091007,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,110245,1,0.04
KAI20091007,Prymnesiophytes,Flagellate,,,115057,1721,0.04
KAI20091007,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,11,0.04
KAI20091007,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,1,0.04
KAI20091007,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,2,0.04
KAI20091007,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,1,0.04
KAI20091007,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,1,0.04
KAI20091007,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,222,0.04
KAI20091115,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,53,0.04
KAI20091115,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,35,0.04
KAI20091115,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,35,0.04
KAI20091115,Chrysophyceae,Flagellate,,,146230,2,0.04
KAI20091115,Cryptophyta < 10 µm length,Flagellate,,,17638,1326,0.04
KAI20091115,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,71,0.04
KAI20091115,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,301,0.04
KAI20091115,Flagellate <10 µm fusiform,Flagellate,,,146222,8488,0.04
KAI20091115,Flagellate <10 µm round,Flagellate,,,146222,18744,0.04
KAI20091115,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,18,0.04
KAI20091115,Guinardia striata,Centric diatom,Guinardia,striata,149113,212,0.04
KAI20091115,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,3077,0.04
KAI20091115,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,354,0.04
KAI20091115,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,0,0.04
KAI20091115,Prasinophytes,Flagellate,,,17329,354,0.04
KAI20091115,Proboscia alata,Centric diatom,Proboscia,alata,149168,18,0.04
KAI20091115,Prymnesiophytes,Flagellate,,,115057,1680,0.04
KAI20091115,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,354,0.04
KAI20091115,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,18,0.04
KAI20091115,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,71,0.04
KAI20091115,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,4,0.04
KAI20091115,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,0,0.04
KAI20091115,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,354,0.04
KAI20091215,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,8,0.04
KAI20091215,Chrysophyceae,Flagellate,,,146230,1,0.04
KAI20091215,Cryptophyta < 10 µm length,Flagellate,,,17638,1331,0.04
KAI20091215,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,1,0.04
KAI20091215,Dinophysis fortii,Dinoflagellate,Dinophysis,fortii,109624,1,0.04
KAI20091215,Dinophysis tripos,Dinoflagellate,Dinophysis,tripos,109662,1,0.04
KAI20091215,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,17657,2,0.04
KAI20091215,Flagellate <10 µm fusiform,Flagellate,,,146222,1775,0.04
KAI20091215,Flagellate <10 µm round,Flagellate,,,146222,10651,0.04
KAI20091215,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,1,0.04
KAI20091215,Guinardia striata,Centric diatom,Guinardia,striata,149113,4,0.04
KAI20091215,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,1,0.04
KAI20091215,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,7,0.04
KAI20091215,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,1,0.04
KAI20091215,Paralia sulcata,Centric diatom,Paralia,sulcata,149055,1,0.04
KAI20091215,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,115088,47,0.04
KAI20091215,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,156505,3,0.04
KAI20091215,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,1,0.04
KAI20091215,Prasinophytes,Flagellate,,,17329,259,0.04
KAI20091215,Proboscia alata,Centric diatom,Proboscia,alata,149168,8,0.04
KAI20091215,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,1,0.04
KAI20091215,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,110245,1,0.04
KAI20091215,Prymnesiophytes,Flagellate,,,115057,777,0.04
KAI20091215,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,5,0.04
KAI20091215,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,1,0.04
KAI20091215,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,163342,1,0.04
KAI20091215,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,6,0.04
KAI20091215,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1,0.04
KAI20091215,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,8,0.04
KAI20091215,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,555,0.04
KAI20100112,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,88,0.04
KAI20100112,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,4,0.04
KAI20100112,Chrysophyceae,Flagellate,,,146230,1,0.04
KAI20100112,Cryptophyta < 10 µm length,Flagellate,,,17638,357,0.04
KAI20100112,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,2,0.04
KAI20100112,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,109462,2,0.04
KAI20100112,Flagellate <10 µm fusiform,Flagellate,,,146222,3929,0.04
KAI20100112,Flagellate <10 µm round,Flagellate,,,146222,8036,0.04
KAI20100112,Guinardia striata,Centric diatom,Guinardia,striata,149113,7,0.04
KAI20100112,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,50,0.04
KAI20100112,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,4,0.04
KAI20100112,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,4,0.04
KAI20100112,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,8,0.04
KAI20100112,Nitzschia closterium - INVALID use Ceratoneis closterium,Pennate diatom,Nitzschia,closterium,149610,1,0.04
KAI20100112,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,156505,1,0.04
KAI20100112,Prasinophytes,Flagellate,,,17329,268,0.04
KAI20100112,Proboscia alata,Centric diatom,Proboscia,alata,149168,14,0.04
KAI20100112,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,2,0.04
KAI20100112,Prymnesiophytes,Flagellate,,,115057,982,0.04
KAI20100112,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,25,0.04
KAI20100112,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,2,0.04
KAI20100112,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,2,0.04
KAI20100112,Rhizosolenia imbricata,Centric diatom,Rhizosolenia,imbricata,149116,3,0.04
KAI20100112,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,1,0.04
KAI20100112,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,5,0.04
KAI20100112,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,6,0.04
KAI20100112,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,1,0.04
KAI20100112,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,134,0.04
KAI20100315,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,10,0.04
KAI20100315,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,54,0.04
KAI20100315,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,88,0.04
KAI20100315,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,206,0.04
KAI20100315,Chrysophyceae,Flagellate,,,146230,1,0.04
KAI20100315,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,10,0.04
KAI20100315,Cryptophyta < 10 µm length,Flagellate,,,17638,540,0.04
KAI20100315,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,25,0.04
KAI20100315,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,235,0.04
KAI20100315,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,109462,44,0.04
KAI20100315,Flagellate <10 µm fusiform,Flagellate,,,146222,4023,0.04
KAI20100315,Flagellate <10 µm round,Flagellate,,,146222,9420,0.04
KAI20100315,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,10,0.04
KAI20100315,Guinardia striata,Centric diatom,Guinardia,striata,149113,177,0.04
KAI20100315,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,5,0.04
KAI20100315,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,5,0.04
KAI20100315,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,29,0.04
KAI20100315,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,549,0.04
KAI20100315,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,15,0.04
KAI20100315,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,10,0.04
KAI20100315,Prasinophytes,Flagellate,,,17329,196,0.04
KAI20100315,Proboscia alata,Centric diatom,Proboscia,alata,149168,15,0.04
KAI20100315,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,44,0.04
KAI20100315,Prymnesiophytes,Flagellate,,,115057,1128,0.04
KAI20100315,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,177,0.04
KAI20100315,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,177,0.04
KAI20100315,Pyrocystis noctiluca,Dinoflagellate,Pyrocystis,noctiluca,110332,20,0.04
KAI20100315,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,34,0.04
KAI20100315,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,34,0.04
KAI20100315,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,25,0.04
KAI20100315,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,49,0.04
KAI20100315,Tripos gametes,Dinoflagellate,Tripos (gametes),spp.,494057,258,0.04
KAI20100315,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,495363,5,0.04
KAI20100315,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,245,0.04
KAI20100419,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,2,0.04
KAI20100419,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,2,0.04
KAI20100419,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,7,0.04
KAI20100419,Chrysophyceae,Flagellate,,,146230,1,0.04
KAI20100419,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,4,0.04
KAI20100419,Cryptophyta < 10 µm length,Flagellate,,,17638,1054,0.04
KAI20100419,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,13,0.04
KAI20100419,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,33,0.04
KAI20100419,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,109462,2,0.04
KAI20100419,Flagellate <10 µm fusiform,Flagellate,,,146222,6100,0.04
KAI20100419,Flagellate <10 µm round,Flagellate,,,146222,9427,0.04
KAI20100419,Guinardia striata,Centric diatom,Guinardia,striata,149113,20,0.04
KAI20100419,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,1,0.04
KAI20100419,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,1,0.04
KAI20100419,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,2,0.04
KAI20100419,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,20,0.04
KAI20100419,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,5,0.04
KAI20100419,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,549210,4,0.04
KAI20100419,Prasinophytes,Flagellate,,,17329,166,0.04
KAI20100419,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,15,0.04
KAI20100419,Prymnesiophytes,Flagellate,,,115057,444,0.04
KAI20100419,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,91,0.04
KAI20100419,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,17,0.04
KAI20100419,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1,0.04
KAI20100419,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,2,0.04
KAI20100419,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,4,0.04
KAI20100419,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,111,0.04
KAI20101120,Chrysophyceae,Flagellate,,,146230,2,0.04
KAI20101120,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,2,0.04
KAI20101120,Cryptophyta < 10 µm length,Flagellate,,,17638,453,0.04
KAI20101120,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,35,0.04
KAI20101120,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,25,0.04
KAI20101120,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,109462,2,0.04
KAI20101120,Flagellate <10 µm fusiform,Flagellate,,,146222,6134,0.04
KAI20101120,Flagellate <10 µm round,Flagellate,,,146222,11061,0.04
KAI20101120,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,149313,25,0.04
KAI20101120,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,109519,4,0.04
KAI20101120,Guinardia striata,Centric diatom,Guinardia,striata,149113,2,0.04
KAI20101120,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,8,0.04
KAI20101120,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,6,0.04
KAI20101120,Prasinophytes,Flagellate,,,17329,201,0.04
KAI20101120,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,6,0.04
KAI20101120,Prymnesiophytes,Flagellate,,,115057,553,0.04
KAI20101120,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,1544,0.04
KAI20101120,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,80,0.04
KAI20101120,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,15,0.04
KAI20101120,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,80,0.04
KAI20101120,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,30,0.04
KAI20101120,Tripos fusus type,Dinoflagellate,Tripos (Amphiceratium),fusus type,494057,2,0.04
KAI20101120,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,453,0.04
KAI20101213,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,2,0.04
KAI20101213,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,12,0.04
KAI20101213,Chrysophyceae,Flagellate,,,146230,2,0.04
KAI20101213,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,2,0.04
KAI20101213,Cryptophyta < 10 µm length,Flagellate,,,17638,101,0.04
KAI20101213,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,14,0.04
KAI20101213,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,12,0.04
KAI20101213,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,17657,2,0.04
KAI20101213,Flagellate <10 µm fusiform,Flagellate,,,146222,2223,0.04
KAI20101213,Flagellate <10 µm round,Flagellate,,,146222,6668,0.04
KAI20101213,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,109519,6,0.04
KAI20101213,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,2,0.04
KAI20101213,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,6,0.04
KAI20101213,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,113,0.04
KAI20101213,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,57,0.04
KAI20101213,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,10,0.04
KAI20101213,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,0,0.04
KAI20101213,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,115088,445,0.04
KAI20101213,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,156505,4,0.04
KAI20101213,Prasinophytes,Flagellate,,,17329,101,0.04
KAI20101213,Proboscia alata,Centric diatom,Proboscia,alata,149168,4,0.04
KAI20101213,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,6,0.04
KAI20101213,Prymnesiophytes,Flagellate,,,115057,606,0.04
KAI20101213,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,22,0.04
KAI20101213,Rhizosolenia imbricata,Centric diatom,Rhizosolenia,imbricata,149116,2,0.04
KAI20101213,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,16,0.04
KAI20101213,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,14,0.04
KAI20101213,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,6,0.04
KAI20101213,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,101,0.04
KAI20110123,Chrysophyceae,Flagellate,,,146230,2,0.04
KAI20110123,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,103,0.04
KAI20110123,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,2,0.04
KAI20110123,Cryptophyta < 10 µm length,Flagellate,,,17638,653,0.04
KAI20110123,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,20,0.04
KAI20110123,Diploneis spp.,Pennate diatom,Diploneis,spp.,149018,2,0.04
KAI20110123,Flagellate <10 µm fusiform,Flagellate,,,146222,2412,0.04
KAI20110123,Flagellate <10 µm round,Flagellate,,,146222,4221,0.04
KAI20110123,Gymnodinium spp.,Dinoflagellate,Gymnodinium,spp.,109475,40,0.04
KAI20110123,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,18,0.04
KAI20110123,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,16,0.04
KAI20110123,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,6,0.04
KAI20110123,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,4,0.04
KAI20110123,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,156505,2,0.04
KAI20110123,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,2,0.04
KAI20110123,Prasinophytes,Flagellate,,,17329,201,0.04
KAI20110123,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,18,0.04
KAI20110123,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,6,0.04
KAI20110123,Prymnesiophytes,Flagellate,,,115057,553,0.04
KAI20110123,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,36,0.04
KAI20110123,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,4,0.04
KAI20110123,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,2,0.04
KAI20110123,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,4,0.04
KAI20110123,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,18,0.04
KAI20110123,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,553,0.04
KAI20110223,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,21,0.04
KAI20110223,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,42,0.04
KAI20110223,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,173,0.04
KAI20110223,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,16,0.04
KAI20110223,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,0,0.04
KAI20110223,Cryptophyta < 10 µm length,Flagellate,,,17638,341,0.04
KAI20110223,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,63,0.04
KAI20110223,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,320,0.04
KAI20110223,Dinophysis tripos,Dinoflagellate,Dinophysis,tripos,109662,0,0.04
KAI20110223,Flagellate <10 µm fusiform,Flagellate,,,146222,3045,0.04
KAI20110223,Flagellate <10 µm round,Flagellate,,,146222,7874,0.04
