SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,CELL_COUNT,SAMPVOL_L
187,Chrysophyceae,Flagellate,(null),(null),2,0.04
187,Climacodium spp.,Centric diatom,Climacodium,spp.,175,0.04
187,Coscinodiscus radiatus,Centric diatom,Coscinodiscus,radiatus,2,0.04
187,Cryptophyta < 10 µm length,Flagellate,(null),(null),113,0.04
187,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,36,0.04
187,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,70,0.04
187,Eucampia spp. <100 µm cell length,Centric diatom,Eucampia,spp.,4,0.04
187,Flagellate <10 µm fusiform,Flagellate,(null),(null),3762,0.04
187,Flagellate <10 µm round,Flagellate,(null),(null),8277,0.04
187,Guinardia striata,Centric diatom,Guinardia,striata,36,0.04
187,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,17,0.04
187,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,9,0.04
187,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,235,0.04
187,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,4,0.04
187,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,2,0.04
187,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,226,0.04
187,Prasinophytes,Flagellate,(null),(null),75,0.04
187,Proboscia alata,Centric diatom,Proboscia,alata,15,0.04
187,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,4,0.04
187,Prymnesiophytes,Flagellate,(null),(null),715,0.04
187,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,188,0.04
187,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,41,0.04
187,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,6,0.04
187,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,30,0.04
187,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,4,0.04
187,Tripos furca type,Dinoflagellate,Tripos (Ceratium),furca type,2,0.04
187,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),113,0.04
188,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,8,0.04
188,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,140,0.04
188,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,15,0.04
188,Chrysophyceae,Flagellate,(null),(null),4,0.04
188,Cryptophyta < 10 µm length,Flagellate,(null),(null),340,0.04
188,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,30,0.04
188,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,79,0.04
188,Eucampia spp. <100 µm cell length,Centric diatom,Eucampia,spp.,15,0.04
188,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,42,0.04
188,Flagellate <10 µm fusiform,Flagellate,(null),(null),1284,0.04
188,Flagellate <10 µm round,Flagellate,(null),(null),6195,0.04
188,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,19,0.04
188,Guinardia delicatula,Centric diatom,Guinardia,delicatula,102,0.04
188,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,91,0.04
188,Guinardia striata,Centric diatom,Guinardia,striata,30,0.04
188,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,15,0.04
188,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,53,0.04
188,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,4495,0.04
188,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,34,0.04
188,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,453,0.04
188,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,0,0.04
188,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,4,0.04
188,Prasinophytes,Flagellate,(null),(null),151,0.04
188,Proboscia alata,Centric diatom,Proboscia,alata,15,0.04
188,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,4,0.04
188,Prymnesiophytes,Flagellate,(null),(null),415,0.04
188,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,98,0.04
188,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,64,0.04
188,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,94,0.04
188,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,8,0.04
188,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,4,0.04
188,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,8,0.04
188,Tripos spp.,Dinoflagellate,Tripos,spp.,15,0.04
188,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),491,0.04
189,Chrysophyceae,Flagellate,(null),(null),2,0.04
189,Climacodium spp.,Centric diatom,Climacodium,spp.,103,0.04
189,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,2,0.04
189,Cryptophyta < 10 µm length,Flagellate,(null),(null),653,0.04
189,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,20,0.04
189,Diploneis spp.,Pennate diatom,Diploneis,spp.,2,0.04
189,Flagellate <10 µm fusiform,Flagellate,(null),(null),2412,0.04
189,Flagellate <10 µm round,Flagellate,(null),(null),4221,0.04
189,Gymnodinium spp.,Dinoflagellate,Gymnodinium,spp.,40,0.04
189,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,18,0.04
189,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,16,0.04
189,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,6,0.04
189,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,4,0.04
189,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,2,0.04
189,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,2,0.04
189,Prasinophytes,Flagellate,(null),(null),201,0.04
189,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,18,0.04
189,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,6,0.04
189,Prymnesiophytes,Flagellate,(null),(null),553,0.04
189,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,36,0.04
189,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,4,0.04
189,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,2,0.04
189,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,4,0.04
189,Tripos spp.,Dinoflagellate,Tripos,spp.,18,0.04
189,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),553,0.04
190,Amphora spp.,Pennate diatom,Amphora,spp.,4,0.04
190,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,235,0.04
190,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,67,0.04
190,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,182,0.04
190,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,129,0.04
190,Chrysophyceae,Flagellate,(null),(null),1,0.04
190,Climacodium spp.,Centric diatom,Climacodium,spp.,9,0.04
190,Cryptophyta < 10 µm length,Flagellate,(null),(null),399,0.04
190,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,160,0.04
190,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,133,0.04
190,Detonula pumila,Centric diatom,Detonula,pumila,13,0.04
190,Eucampia spp. <100 µm cell length,Centric diatom,Eucampia,spp.,9,0.04
190,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,4,0.04
190,Flagellate <10 µm fusiform,Flagellate,(null),(null),3281,0.04
190,Flagellate <10 µm round,Flagellate,(null),(null),5498,0.04
190,Guinardia delicatula,Centric diatom,Guinardia,delicatula,9,0.04
190,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,13,0.04
190,Guinardia striata,Centric diatom,Guinardia,striata,137,0.04
190,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,168,0.04
190,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,22,0.04
190,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,284,0.04
190,Navicula cf. 60-80 µm length,Pennate diatom,(null),(null),13,0.04
190,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,71,0.04
190,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,4,0.04
190,Prasinophytes,Flagellate,(null),(null),222,0.04
190,Proboscia alata,Centric diatom,Proboscia,alata,13,0.04
190,Prymnesiophytes,Flagellate,(null),(null),1818,0.04
190,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,2217,0.04
190,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,248,0.04
190,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,13,0.04
190,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,9,0.04
190,Rhizosolenia imbricata,Centric diatom,Rhizosolenia,imbricata,18,0.04
190,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,84,0.04
190,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,4,0.04
190,Skeletonema spp.,Centric diatom,Skeletonema,spp.,40,0.04
190,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,80,0.04
190,Thalassiosira gravida,Centric diatom,Thalassiosira,gravida,4,0.04
190,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,18,0.04
190,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,4,0.04
190,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,22,0.04
190,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,0,0.04
190,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),133,0.04
191,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,21,0.04
191,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,42,0.04
191,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,173,0.04
191,Climacodium spp.,Centric diatom,Climacodium,spp.,16,0.04
191,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,0,0.04
191,Cryptophyta < 10 µm length,Flagellate,(null),(null),341,0.04
191,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,63,0.04
191,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,320,0.04
191,Dinophysis tripos,Dinoflagellate,Dinophysis,tripos,0,0.04
191,Flagellate <10 µm fusiform,Flagellate,(null),(null),3045,0.04
191,Flagellate <10 µm round,Flagellate,(null),(null),7874,0.04
191,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,10,0.04
191,Guinardia delicatula,Centric diatom,Guinardia,delicatula,42,0.04
191,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,26,0.04
191,Guinardia striata,Centric diatom,Guinardia,striata,126,0.04
191,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,5,0.04
191,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,47,0.04
191,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,420,0.04
191,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,210,0.04
191,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,940,0.04
191,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,0,0.04
191,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,262,0.04
191,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,5,0.04
191,Prasinophytes,Flagellate,(null),(null),79,0.04
191,Proboscia alata,Centric diatom,Proboscia,alata,5,0.04
191,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,10,0.04
191,Prymnesiophytes,Flagellate,(null),(null),499,0.04
191,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,787,0.04
191,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,10,0.04
191,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,1,0.04
191,Raphidophytes,Flagellate,(null),(null),5,0.04
191,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,10,0.04
191,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,21,0.04
191,Skeletonema spp.,Centric diatom,Skeletonema,spp.,252,0.04
191,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10,0.04
191,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,5,0.04
191,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,47,0.04
191,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,10,0.04
191,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,5,0.04
191,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,5,0.04
191,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,10,0.04
191,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,5,0.04
191,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,5,0.04
191,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),105,0.04
192,Amphidinium spp. <30 µm cell height,Dinoflagellate,Amphidinium,spp.,3,0.04
192,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,4,0.04
192,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,8,0.04
192,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,1,0.04
192,Chrysophyceae,Flagellate,(null),(null),1,0.04
192,Climacodium spp.,Centric diatom,Climacodium,spp.,6,0.04
192,Cryptophyta < 10 µm length,Flagellate,(null),(null),188,0.04
192,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,19,0.04
192,Flagellate <10 µm fusiform,Flagellate,(null),(null),3875,0.04
192,Flagellate <10 µm round,Flagellate,(null),(null),7875,0.04
192,Gymnodinioid dinoflagellate,Dinoflagellate,(null),(null),5,0.04
192,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,4,0.04
192,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,1,0.04
192,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,4,0.04
192,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,4,0.04
192,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),3,0.04
192,Navicula cf. 60-80 µm length,Pennate diatom,(null),(null),4,0.04
192,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,3,0.04
192,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,1,0.04
192,Prasinophytes,Flagellate,(null),(null),63,0.04
192,Proboscia alata,Centric diatom,Proboscia,alata,4,0.04
192,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,1,0.04
192,Prymnesiophytes,Flagellate,(null),(null),688,0.04
192,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,49,0.04
192,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,6,0.04
192,Raphidophytes,Flagellate,(null),(null),6,0.04
192,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,3,0.04
192,Thalassiosira gravida,Centric diatom,Thalassiosira,gravida,1,0.04
192,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,1,0.04
192,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,15,0.04
192,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,4,0.04
192,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),563,0.04
193,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,5,0.04
193,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,6,0.04
193,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,39,0.04
193,Chrysophyceae,Flagellate,(null),(null),2,0.04
193,Cryptophyta < 10 µm length,Flagellate,(null),(null),297,0.04
193,Cyanobacteria cluster,Cyanobacteria,(null),(null),59,0.04
193,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,25,0.04
193,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,97,0.04
193,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,2,0.04
193,Flagellate <10 µm fusiform,Flagellate,(null),(null),2276,0.04
193,Flagellate <10 µm round,Flagellate,(null),(null),9104,0.04
193,Guinardia striata,Centric diatom,Guinardia,striata,2,0.04
193,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),2,0.04
193,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,1,0.04
193,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,2,0.04
193,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,184,0.04
193,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,8,0.04
193,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,73,0.04
193,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,7,0.04
193,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,2,0.04
193,Prasinophytes,Flagellate,(null),(null),148,0.04
193,Proboscia alata,Centric diatom,Proboscia,alata,3,0.04
193,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,3,0.04
193,Prymnesiophytes,Flagellate,(null),(null),841,0.04
193,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,156,0.04
193,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,40,0.04
193,Rhizosolenia robusta,Centric diatom,Rhizosolenia,robusta,1,0.04
193,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,2,0.04
193,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,3,0.04
193,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,15,0.04
193,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,1,0.04
193,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,16,0.04
193,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),99,0.04
194,Amphidinium spp. <30 µm cell height,Dinoflagellate,Amphidinium,spp.,1,0.04
194,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,7,0.04
194,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,8,0.04
194,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,5,0.04
194,Chrysophyceae,Flagellate,(null),(null),1,0.04
194,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,22,0.04
194,Cryptophyta < 10 µm length,Flagellate,(null),(null),217,0.04
194,Cyanobacteria cluster,Cyanobacteria,(null),(null),22,0.04
194,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,28,0.04
194,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,1,0.04
194,Dinophysis tripos,Dinoflagellate,Dinophysis,tripos,1,0.04
194,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,10,0.04
194,Flagellate <10 µm fusiform,Flagellate,(null),(null),4335,0.04
194,Flagellate <10 µm round,Flagellate,(null),(null),10296,0.04
194,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,4,0.04
194,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,4,0.04
194,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),15,0.04
194,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,10,0.04
194,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,5,0.04
194,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,2,0.04
194,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,96,0.04
194,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,4,0.04
194,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,281,0.04
194,Mesodinium rubrum,Ciliate,Mesodinium,rubrum,1,0.04
194,Nitzschia cf. bicapitata,Pennate diatom,Nitzschia,cf. bicapitata,2,0.04
194,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,3,0.04
194,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,22,0.04
194,Planktoniella spp.,Centric diatom,Planktoniella,spp.,1,0.04
194,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,2,0.04
194,Prasinophytes,Flagellate,(null),(null),596,0.04
194,Proboscia alata,Centric diatom,Proboscia,alata,1,0.04
194,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,2,0.04
194,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,2,0.04
194,Prymnesiophytes,Flagellate,(null),(null),596,0.04
194,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,90,0.04
194,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,4,0.04
194,Raphidophytes,Flagellate,(null),(null),4,0.04
194,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,12,0.04
194,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,8,0.04
194,Skeletonema spp.,Centric diatom,Skeletonema,spp.,65,0.04
194,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,8,0.04
194,Thalassiosira gravida,Centric diatom,Thalassiosira,gravida,4,0.04
194,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,5,0.04
194,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,1,0.04
194,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,4,0.04
194,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,5,0.04
194,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,0.04
194,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,2,0.04
194,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),488,0.04
195,Actinocyclus spp.,Centric diatom,Actinocyclus,spp.,1,0.04
195,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,66,0.04
195,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,2,0.04
195,Chaetoceros spp.,Centric diatom,Chaetoceros,spp.,69,0.04
195,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,32,0.04
195,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,8,0.04
195,Chrysophyceae,Flagellate,(null),(null),1,0.04
195,Climacodium spp.,Centric diatom,Climacodium,spp.,2,0.04
195,Corethron pennatum,Centric diatom,Corethron,pennatum,5,0.04
195,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,1,0.04
195,Cryptophyta < 10 µm length,Flagellate,(null),(null),303,0.04
195,Cyanobacteria cluster,Cyanobacteria,(null),(null),4,0.04
195,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,21,0.04
195,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,1,0.04
195,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,1,0.04
195,Flagellate <10 µm fusiform,Flagellate,(null),(null),2527,0.04
195,Flagellate <10 µm round,Flagellate,(null),(null),9803,0.04
195,Guinardia striata,Centric diatom,Guinardia,striata,17,0.04
195,Gymnodinioid dinoflagellate,Dinoflagellate,(null),(null),3,0.04
195,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,2,0.04
195,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,3,0.04
195,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,53,0.04
195,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,10,0.04
195,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,13,0.04
195,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,1,0.04
195,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,69,0.04
195,Prasinophytes,Flagellate,(null),(null),354,0.04
195,Proboscia alata,Centric diatom,Proboscia,alata,2,0.04
195,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,1,0.04
195,Prymnesiophytes,Flagellate,(null),(null),101,0.04
195,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,43,0.04
195,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,8,0.04
195,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,4,0.04
195,Pseudosolenia spp. ~60 µm cell width,Centric diatom,Pseudosolenia,spp.,0,0.04
195,Raphidophytes,Flagellate,(null),(null),3,0.04
195,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,4,0.04
195,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,8,0.04
195,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,0.04
195,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,2,0.04
195,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,11,0.04
195,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3,0.04
195,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,1,0.04
195,Trigonium spp.,Centric diatom,Trigonium,spp.,1,0.04
195,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),101,0.04
196,Asterionellopsis spp. ~50 µm length,Pennate diatom,Asterionellopsis,spp.,68,0.04
196,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,170,0.04
196,Bellerochea spp.,Centric diatom,Bellerochea,spp.,17,0.04
196,Chaetoceros decipiens < 15 µm cell width,Centric diatom,Chaetoceros (Hyalochaete),decipiens,61,0.04
196,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,7,0.04
196,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,17,0.04
196,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,20,0.04
196,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,231,0.04
196,Chrysophyceae,Flagellate,(null),(null),3,0.04
196,Climacodium spp.,Centric diatom,Climacodium,spp.,14,0.04
196,Corethron pennatum,Centric diatom,Corethron,pennatum,14,0.04
196,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,10,0.04
196,Cryptophyta < 10 µm length,Flagellate,(null),(null),297,0.04
196,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,119,0.04
196,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,34,0.04
196,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,3,0.04
196,Ditylum brightwellii < 40 µm width,Centric diatom,Ditylum,brightwellii,3,0.04
196,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,7,0.04
