SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,ZOOP_ABUNDANCE_M3
132,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,3.2148
388,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,66.0113
383,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,15.717
74,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,7.8585
451,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,3.2148
475,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,7.0726
481,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,78.1712
469,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,13.6012
546,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,3.5363
891,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,28.2905
49,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,10.3143
188,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,0.5894
194,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,1.7682
304,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,1.4145
398,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,2.2102
538,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,6.4297
541,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,3.5363
677,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,9.4302
736,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,115.5197
770,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,1.4508
822,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,7.217
885,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,7.0726
878,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,4.4204
1063,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,21.2179
5,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,(null),(null),110671,3.2148
194,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,(null),(null),110671,0.8841
30,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,(null),(null),110671,0.421
117,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,(null),(null),110671,0.8841
357,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,(null),(null),110671,5.6581
447,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,(null),(null),110671,2.9469
399,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,(null),(null),110671,12.8593
493,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,(null),(null),110671,0.4715
683,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,(null),(null),110671,4.2436
835,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,(null),(null),110671,4.7151
80,Euphausiid adult,NON-COPEPOD,Euphausiid,(null),(null),110671,1.0104
188,Euphausiid adult,NON-COPEPOD,Euphausiid,(null),(null),110671,5.8939
494,Euphausiid adult,NON-COPEPOD,Euphausiid,(null),(null),110671,0.3929
797,Euphausiid adult,NON-COPEPOD,Euphausiid,(null),(null),110671,1.7682
875,Euphausiid adult,NON-COPEPOD,Euphausiid,(null),(null),110671,7.0726
64,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,7.8585
12,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,0.2122
175,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,1.7682
111,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,1.1788
132,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,3.2148
156,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,2.2102
366,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,2.8291
454,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,71.7367
484,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,3.2148
651,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,1.5717
983,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,3.5363
999,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,4.7151
287,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,3.2148
295,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,6.4297
310,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,3.8861
390,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,3.9292
477,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,1.7682
517,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,1.7682
620,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,6.8006
757,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,14.1453
743,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,13.6012
815,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,3.2148
825,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,7.8585
990,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,7.0726
1010,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,2.8291
1020,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,13.6012
11,Fish j,NON-COPEPOD,Fish,(null),(null),11676,1.4145
165,Fish j,NON-COPEPOD,Fish,(null),(null),11676,0.063
286,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,8.5729
35,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,15.4223
36,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,51.4374
49,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,13.2612
122,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,35.3632
81,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,35.3632
179,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,7.0726
5,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,19.289
184,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,17.1458
70,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,19.2017
78,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,3.2148
63,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,17.6816
114,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,7.8585
173,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,13.6012
297,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,12.8593
298,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,32.1483
300,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,25.7187
311,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,0.6045
436,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,28.2905
404,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,20.4018
357,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,192.3757
434,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,7.8585
446,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,6.2868
438,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,7.8585
359,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,15.717
450,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,6.4297
422,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,10.609
487,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,83.5857
491,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,7.8585
481,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,11.1673
501,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,38.578
521,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,23.5755
522,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,68.0061
421,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,12.7307
472,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,61.2055
540,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,38.578
559,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,51.0801
536,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,31.8269
546,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,7.0726
564,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,45.0077
633,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,299.2269
680,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,199.3197
667,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,7.0726
703,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,7.0726
704,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,5.8939
718,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,163.2147
767,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,25.7187
780,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,282.9054
772,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,7.0726
745,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,108.8098
761,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,20.8019
794,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,11.0019
839,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,18.8604
865,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,14.1453
870,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,57.867
843,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,3.2148
848,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,23.5755
910,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,7.0726
912,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,14.1453
972,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,1070.3256
982,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,2.3575
883,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,169.7433
889,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,23.5755
1078,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,53.0448
1083,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,27.2024
1084,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,973.8476
1010,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,1.4145
1072,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,25.7187
1073,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,57.867
995,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,26.5224
1024,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,42.4358
1046,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,77.156
1074,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,38.578
11,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,12.7307
79,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,2.0208
110,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,12.8593
384,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,282.9054
490,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,13.0975
527,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,27.2024
673,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,6.4297
746,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,40.8037
975,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,12.8593
141,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),101,47.1509
54,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),101,11.7877
6,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),101,56.5811
129,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),101,125.7358
56,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),101,55.0094
533,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),101,5.239
846,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),101,7.8585
864,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),101,15.717
991,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),101,106.0895
88,Hydromedusae,NON-COPEPOD,Cnidarian,(null),(null),1337,2.6195
202,Insect terrestrial,NON-COPEPOD,Other,(null),(null),(null),0.3536
137,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,3.2148
17,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,6.2868
157,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,5.4405
41,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,0.2947
185,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,2.5259
114,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,7.8585
283,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,0.442
74,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,7.8585
450,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,19.289
524,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,5.4405
671,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,3.9292
403,Lucifer spp.,NON-COPEPOD,Decapod,Lucifer,spp.,106827,13.6012
1005,Lucifer spp.,NON-COPEPOD,Decapod,Lucifer,spp.,106827,22.815
287,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,3.2148
35,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,0.0982
37,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,1.4735
179,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,3.5363
154,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,15.717
87,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,25.7187
98,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,19.289
51,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,15.717
128,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,6.2868
159,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,2.2453
130,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,3.2148
19,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,8.083
133,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,2.6522
96,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,3.7889
43,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,8.083
404,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,13.6012
499,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,0.221
522,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,13.6012
642,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,1.1788
562,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,0.943
872,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,14.1453
1138,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,122.5924
11,Megalope,NON-COPEPOD,Decapod,(null),(null),1066,1.4145
169,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,95.4806
79,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,1.0104
81,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,268.7602
182,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,1440.2459
1,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,860.8408
78,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,212.1791
19,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,613.2986
43,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,339.4865
172,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,43.4462
10,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,3.5363
423,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,150.1131
447,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,41.9938
500,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,314.7323
517,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,751.4676
461,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,6.4297
536,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,2146.545
546,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,67.19
672,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,18.8604
712,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,1.5717
763,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,35.3632
792,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,130.8438
869,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,38.578
884,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,1053.0369
885,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,371.3134
974,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,5.1437
1011,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,233.397
1012,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,2188.9808
477,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,1.7682
521,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,7.8585
469,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,27.2024
549,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,3.5902
531,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,9.4302
718,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,13.6012
751,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,22.102
793,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,3.7721
916,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,0.2549
999,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,4.7151
165,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,4.7907
104,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,83.0754
20,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,261.6875
124,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,90.0154
84,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,83.8238
174,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,152.0617
181,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,251.0786
17,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,91.1584
108,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,8.9768
111,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,133.2013
76,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,3.3595
131,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,111.4476
99,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,30.2249
15,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,11.3162
30,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,3.1574
202,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,14.4989
25,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,120.2348
72,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,164.4799
7,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,0.442
43,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,4.0415
62,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,343.0228
172,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,10.1038
309,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,147.6704
302,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,411.4988
423,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,2.8868
448,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,3.4158
380,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,1.786
385,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,8.083
357,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,758.1866
420,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,707.2636
400,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,286.4418
733,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,167.1714
490,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,52.3899
475,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,120.2348
463,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,510.8015
519,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,345.7733
527,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,1020.0917
469,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,598.4538
732,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,257.1868
557,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,275.047
560,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,180.3522
536,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,403.1403
628,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,320.9889
646,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,136.0122
650,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,38.8995
656,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,228.5005
562,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,18.8604
625,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,2.8291
633,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,394.4355
634,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,133.5942
632,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,263.6164
641,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,21.2179
675,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,5.8939
676,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,221.6093
677,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,117.8773
695,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,45.9721
751,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,88.4079
757,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,226.3244
781,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,990.169
782,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,113.1622
743,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,380.8342
744,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,421.6379
776,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,180.7451
785,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,308.6241
802,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,51.4374
797,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,58.3492
838,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,113.1622
807,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,318.2686
824,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,380.8342
829,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,70.7264
844,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,282.9054
864,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,385.0657
843,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,215.3939
857,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,42.4358
859,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,84.8716
910,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,63.6537
912,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,113.1622
902,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,135.0231
974,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,141.4527
981,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,70.7264
1070,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,2.978
989,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,229.8607
1066,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,114.5767
998,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,24.7542
1020,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,1224.1101
1063,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,7.0726
1075,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,212.1791
1140,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,14.1453
102,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,3.5363
285,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,25.7187
292,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,6.4297
47,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,5.0519
67,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,0.3789
40,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,0.8841
187,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,19.289
111,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,4.7151
44,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,2.9469
141,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,5.239
119,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,3.1434
28,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,20.4018
199,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,0.8841
